data-time,wind,ap,tmp,humi
2018-05-24-16:00:00,4.46,997.66,319.15,13.41
2018-05-24-17:00:00,3.4,998.06,324.15,12.57
2018-05-24-18:00:00,3.48,998.35,326.15,12.59
2018-05-24-19:00:00,2.56,998.34,325.15,12.58
2018-05-24-20:00:00,2.68,998.44,331.15,12.73
2018-05-24-21:00:00,2.17,998.64,343.15,13.0
2018-05-24-22:00:00,1.7,998.84,342.15,13.07
2018-05-24-23:00:00,2.03,999.35,337.15,13.37
2018-05-25-00:00:01,1.36,999.65,332.15,13.65
2018-05-25-01:00:00,1.54,999.76,326.15,13.8
2018-05-25-02:00:00,1.53,999.76,322.15,13.91
2018-05-25-03:00:00,2.16,999.56,319.15,14.15
2018-05-25-04:00:00,2.15,999.27,318.15,14.91
2018-05-25-05:00:00,2.86,998.67,315.15,15.04
2018-05-25-06:00:00,2.81,997.88,311.15,14.95
2018-05-25-07:00:00,3.46,997.48,307.15,14.41
2018-05-25-08:00:00,4.75,997.18,306.15,14.04
2018-05-25-09:00:00,6.68,997.18,305.15,13.75
2018-05-25-10:00:00,5.43,997.48,306.15,13.42
2018-05-25-11:00:00,4.35,998.37,303.15,11.46
2018-05-25-12:00:00,4.71,998.96,310.15,12.66
2018-05-25-13:00:00,4.65,999.67,310.15,12.12
2018-05-25-14:00:00,3.91,999.65,319.15,14.33
2018-05-25-15:00:00,3.06,999.95,324.15,13.87
2018-05-25-16:00:00,3.64,1000.35,339.15,16.51
2018-05-25-17:00:00,5.01,1000.35,341.15,17.07
2018-05-25-18:00:00,3.76,1000.65,346.15,17.31
2018-05-25-19:00:00,2.94,1001.05,351.15,17.27
2018-05-25-20:00:00,3.83,1001.45,351.15,17.66
2018-05-25-21:00:00,2.96,1001.65,356.15,17.56
2018-05-25-22:00:00,1.88,1002.15,356.15,17.56
2018-05-25-23:00:00,2.09,1002.75,352.15,17.96
2018-05-26-00:00:01,1.51,1003.15,347.15,18.68
2018-05-26-01:00:00,1.62,1003.26,339.15,18.71
2018-05-26-02:00:00,1.46,1003.06,336.15,18.55
2018-05-26-03:00:00,2.22,1003.26,335.15,19.15
2018-05-26-04:00:00,2.5,1003.17,330.15,19.05
2018-05-26-05:00:01,2.74,1002.37,326.15,18.47
2018-05-26-06:00:01,2.72,1001.97,321.15,17.57
2018-05-26-07:00:00,5.06,1002.27,309.15,14.03
2018-05-26-08:00:01,4.43,1002.27,305.15,12.78
2018-05-26-09:00:00,6.22,1002.77,295.15,6.46
2018-05-26-10:00:00,6.99,1003.87,298.15,6.95
2018-05-26-11:00:01,5.25,1004.96,300.15,6.85
2018-05-26-12:00:01,7.64,1005.86,303.15,7.15
2018-05-26-13:00:01,3.43,1006.35,307.15,7.65
2018-05-26-14:00:01,4.1,1006.25,311.15,8.29
2018-05-26-15:00:00,3.43,1006.35,310.15,8.17
2018-05-26-16:00:01,4.15,1005.95,312.15,8.49
2018-05-26-17:00:01,2.02,1005.64,318.15,8.76
2018-05-26-18:00:00,1.71,1005.54,323.15,9.3
2018-05-26-19:00:01,2.25,1005.33,324.15,9.03
2018-05-26-20:00:01,2.4,1005.33,330.15,9.55
2018-05-26-21:00:00,3.12,1005.33,332.15,9.68
2018-05-26-22:00:00,2.43,1005.74,327.15,9.87
2018-05-26-23:00:00,1.88,1005.65,321.15,9.81
2018-05-27-00:00:01,3.3,1005.55,314.15,9.77
2018-05-27-01:00:00,2.56,1005.16,304.15,8.16
2018-05-27-02:00:00,2.49,1004.87,300.15,8.24
2018-05-27-03:00:00,2.35,1004.27,295.15,6.97
2018-05-27-04:00:00,2.17,1003.57,288.15,2.67
2018-05-27-05:00:00,5.0,1002.18,286.15,0.51
2018-05-27-06:00:00,4.24,1000.98,286.15,1.24
2018-05-27-07:00:00,6.52,999.88,286.15,1.64
2018-05-27-08:00:00,7.81,998.98,286.15,1.72
2018-05-27-09:00:00,7.91,998.18,288.15,3.24
2018-05-27-10:00:00,5.97,998.28,289.15,3.83
2018-05-27-11:00:00,8.42,998.27,291.15,4.59
2018-05-27-12:00:00,5.53,998.57,291.15,4.01
2018-05-27-13:00:00,3.88,998.87,292.15,4.03
2018-05-27-14:00:00,5.61,998.77,294.15,4.36
2018-05-27-15:00:00,3.5,999.07,300.15,5.37
2018-05-27-16:00:00,2.86,998.95,305.15,6.32
2018-05-27-17:00:00,3.48,998.74,313.15,7.77
2018-05-27-18:00:00,3.33,999.14,317.15,8.71
2018-05-27-19:00:00,3.23,999.65,315.15,7.75
2018-05-27-20:00:00,2.0,999.45,311.15,6.39
2018-05-27-21:00:00,1.73,999.24,304.15,3.66
2018-05-27-22:00:00,2.16,999.55,303.15,4.08
2018-05-27-23:00:00,4.69,1000.06,297.15,3.44
2018-05-28-00:00:01,8.97,1001.17,289.15,-0.61
2018-05-28-01:00:00,7.78,1002.27,288.15,-1.01
2018-05-28-02:00:00,8.95,1003.57,288.15,-1.5
2018-05-28-03:00:00,9.46,1004.36,289.15,-0.78
2018-05-28-04:00:00,9.37,1004.26,288.15,-1.33
2018-05-28-05:00:00,7.57,1004.07,287.15,-1.54
2018-05-28-06:00:00,6.89,1003.87,287.15,-1.22
2018-05-28-07:00:00,5.88,1003.67,287.15,-0.57
2018-05-28-08:00:00,7.33,1003.67,287.15,-1.05
2018-05-28-09:00:00,5.32,1003.67,288.15,-0.68
2018-05-28-10:00:00,4.61,1003.96,290.15,0.55
2018-05-28-11:00:00,3.64,1004.56,293.15,1.3
2018-05-28-12:00:00,3.12,1005.15,296.15,1.55
2018-05-28-13:00:00,2.09,1005.84,298.15,1.42
2018-05-28-14:00:00,2.43,1006.13,300.15,1.72
2018-05-28-15:00:00,0.94,1006.43,301.15,1.96
2018-05-28-16:00:00,1.07,1006.93,302.15,1.84
2018-05-28-17:00:00,1.64,1007.03,308.15,3.69
2018-05-28-18:00:00,2.06,1007.02,312.15,3.14
2018-05-28-19:00:00,1.32,1006.82,303.15,0.81
2018-05-28-20:00:00,2.53,1006.82,308.15,1.89
2018-05-28-21:00:00,2.2,1007.32,312.15,1.97
2018-05-28-22:00:00,2.64,1007.33,311.15,3.5
2018-05-28-23:00:00,2.7,1007.64,304.15,3.48
2018-05-29-00:00:01,1.9,1007.65,302.15,4.12
2018-05-29-01:00:00,3.87,1007.56,294.15,1.98
2018-05-29-02:00:00,3.09,1007.26,293.15,3.41
2018-05-29-03:00:00,6.28,1006.77,292.15,3.19
2018-05-29-04:00:00,4.73,1006.17,292.15,4.03
2018-05-29-05:00:00,7.27,1005.47,288.15,1.61
2018-05-29-06:00:00,5.38,1004.77,289.15,2.76
2018-05-29-07:00:00,7.05,1003.97,287.15,1.54
2018-05-29-08:00:00,5.1,1003.37,287.15,1.3
2018-05-29-09:00:00,7.78,1002.88,286.15,0.35
2018-05-29-10:00:00,7.2,1002.87,285.15,-1.15
2018-05-29-11:00:00,5.04,1003.47,287.15,-0.16
2018-05-29-12:00:00,3.91,1004.07,291.15,1.51
2018-05-29-13:00:00,3.59,1005.15,294.15,1.81
2018-05-29-14:00:00,2.16,1005.94,297.15,2.32
2018-05-29-15:00:00,0.99,1006.54,295.15,2.38
2018-05-29-16:00:00,1.99,1006.93,303.15,3.63
2018-05-29-17:00:00,2.6,1007.13,304.15,3.13
2018-05-29-18:00:00,2.39,1007.33,307.15,3.72
2018-05-29-19:00:00,2.96,1007.33,313.15,4.96
2018-05-29-20:00:00,2.86,1007.73,314.15,4.49
2018-05-29-21:00:00,0.59,1008.32,312.15,4.68
2018-05-29-22:00:00,1.83,1008.53,317.15,7.15
2018-05-29-23:00:00,1.34,1008.95,303.15,5.92
2018-05-30-00:00:01,2.43,1009.25,298.15,3.76
2018-05-30-01:00:00,2.24,1009.06,298.15,5.05
2018-05-30-02:00:00,1.67,1008.86,298.15,6.08
2018-05-30-03:00:00,3.44,1008.77,294.15,5.54
2018-05-30-04:00:00,2.98,1008.27,292.15,4.53
2018-05-30-05:00:00,3.34,1007.57,289.15,2.76
2018-05-30-06:00:00,2.28,1006.87,289.15,3.5
2018-05-30-07:00:00,2.95,1006.07,289.15,3.42
2018-05-30-08:00:00,2.97,1005.57,288.15,3.4
2018-05-30-09:00:00,2.16,1005.28,288.15,2.92
2018-05-30-10:00:00,2.46,1005.08,288.15,3.24
2018-05-30-11:00:00,3.52,1005.77,290.15,4.36
2018-05-30-12:00:00,4.72,1006.37,291.15,3.84
2018-05-30-13:00:00,3.49,1007.36,293.15,4.59
2018-05-30-14:00:00,3.2,1007.95,294.15,4.86
2018-05-30-15:00:00,2.92,1008.14,298.15,5.74
2018-05-30-16:00:00,4.08,1008.75,308.15,7.71
2018-05-30-17:00:00,4.73,1008.94,319.15,10.28
2018-05-30-18:00:00,2.42,1009.54,328.15,11.74
2018-05-30-19:00:00,2.04,1010.13,330.15,11.9
2018-05-30-20:00:00,2.35,1010.53,327.15,10.9
2018-05-30-21:00:00,1.5,1010.83,327.15,10.9
2018-05-30-22:00:00,1.43,1011.43,323.15,10.78
2018-05-30-23:00:00,2.63,1011.75,312.15,8.58
2018-05-31-00:00:01,2.58,1012.05,310.15,9.6
2018-05-31-01:00:00,2.15,1011.96,308.15,10.66
2018-05-31-02:00:00,2.62,1011.76,302.15,9.55
2018-05-31-03:00:00,1.6,1011.47,298.15,8.41
2018-05-31-04:00:00,1.61,1010.97,295.15,8.67
2018-05-31-05:00:00,2.04,1010.07,293.15,8.46
2018-05-31-06:00:00,3.34,1009.18,287.15,3.65
2018-05-31-07:00:00,3.14,1008.58,287.15,4.13
2018-05-31-08:00:00,3.48,1007.98,285.15,2.36
2018-05-31-09:00:00,3.89,1007.68,286.15,3.08
2018-05-31-10:00:00,4.81,1007.88,288.15,4.87
2018-05-31-11:00:00,4.87,1008.07,290.15,5.52
2018-05-31-12:00:00,4.18,1008.57,292.15,6.03
2018-05-31-13:00:00,3.83,1009.36,294.15,6.98
2018-05-31-14:00:00,2.9,1009.74,294.15,6.39
2018-05-31-15:00:00,2.14,1009.95,296.15,6.77
2018-05-31-16:00:00,2.28,1009.94,311.15,9.01
2018-05-31-17:00:00,2.3,1010.04,317.15,10.08
2018-05-31-18:00:00,2.07,1009.93,315.15,9.85
2018-05-31-19:00:00,1.5,1010.03,326.15,10.72
2018-05-31-20:00:00,1.74,1010.13,319.15,8.63
2018-05-31-21:00:00,2.11,1010.43,326.15,10.16
2018-05-31-22:00:00,2.79,1010.64,320.15,10.23
2018-05-31-23:00:00,2.8,1011.05,313.15,9.85
2018-06-01-00:00:01,2.68,1011.16,308.15,10.3
2018-06-01-01:00:00,2.03,1010.86,304.15,10.45
2018-06-01-02:00:00,1.31,1010.77,301.15,10.34
2018-06-01-03:00:00,1.99,1010.47,294.15,8.41
2018-06-01-04:00:00,5.33,1009.88,291.15,7.17
2018-06-01-05:00:00,5.21,1008.88,286.15,3.56
2018-06-01-06:00:00,5.13,1008.18,286.15,3.56
2018-06-01-07:00:00,5.84,1007.48,285.15,2.52
2018-06-01-08:00:00,6.42,1007.08,286.15,3.08
2018-06-01-09:00:00,6.09,1006.88,286.15,3.08
2018-06-01-10:00:00,5.96,1006.68,287.15,3.65
2018-06-01-11:00:00,3.99,1006.87,287.15,2.6
2018-06-01-12:00:00,4.14,1007.27,292.15,6.12
2018-06-01-13:00:00,2.91,1007.75,294.15,6.89
2018-06-01-14:00:00,2.71,1007.84,297.15,7.3
2018-06-01-15:00:00,3.58,1007.84,299.15,7.43
2018-06-01-16:00:00,3.82,1007.64,302.15,8.33
2018-06-01-17:00:00,2.69,1007.64,305.15,8.8
2018-06-01-18:00:00,2.24,1007.34,314.15,9.95
2018-06-01-19:00:00,1.82,1007.14,316.15,10.47
2018-06-01-20:00:00,2.39,1007.14,322.15,10.95
2018-06-01-21:00:00,2.48,1007.23,328.15,11.37
2018-06-01-22:00:00,2.11,1007.54,323.15,11.43
2018-06-01-23:00:00,2.26,1007.75,319.15,11.39
2018-06-02-00:00:01,1.21,1007.86,314.15,11.4
2018-06-02-01:00:00,1.26,1007.66,307.15,10.41
2018-06-02-02:00:00,1.85,1007.37,304.15,10.89
2018-06-02-03:00:00,1.93,1006.87,301.15,10.69
2018-06-02-04:00:00,3.68,1006.08,298.15,10.65
2018-06-02-05:00:00,5.28,1005.28,292.15,7.46
2018-06-02-06:00:00,5.86,1004.38,291.15,7.34
2018-06-02-07:00:00,7.49,1003.88,291.15,7.67
2018-06-02-08:00:00,6.19,1002.98,291.15,7.42
2018-06-02-09:00:00,5.97,1002.68,292.15,8.04
2018-06-02-10:00:00,7.15,1002.68,292.15,7.29
2018-06-02-11:00:00,4.4,1002.67,294.15,7.99
2018-06-02-12:00:00,4.55,1002.97,297.15,9.44
2018-06-02-13:00:00,4.19,1003.36,300.15,9.89
2018-06-02-14:00:00,3.75,1003.56,303.15,10.4
2018-06-02-15:00:00,4.53,1003.46,305.15,11.19
2018-06-02-16:00:00,3.87,1003.16,309.15,11.71
2018-06-02-17:00:00,5.39,1002.66,311.15,12.07
2018-06-02-18:00:00,2.47,1002.66,312.15,12.37
2018-06-02-19:00:00,3.05,1002.55,313.15,12.57
2018-06-02-20:00:00,2.54,1002.85,317.15,13.29
2018-06-02-21:00:00,1.27,1003.15,329.15,14.17
2018-06-02-22:00:00,2.34,1003.75,328.15,13.99
2018-06-02-23:00:00,1.94,1004.85,335.15,15.83
2018-06-03-00:00:01,1.7,1005.45,331.15,15.18
2018-06-03-01:00:00,2.13,1005.85,331.15,15.56
2018-06-03-02:00:00,1.65,1005.75,317.15,12.46
2018-06-03-03:00:00,4.0,1005.06,315.15,12.13
2018-06-03-04:00:00,2.45,1004.96,316.15,12.21
2018-06-03-05:00:00,3.72,1004.46,310.15,11.4
2018-06-03-06:00:00,3.39,1003.87,302.15,9.29
2018-06-03-07:00:00,2.49,1003.17,295.15,6.38
2018-06-03-08:00:00,1.16,1002.87,294.15,5.88
2018-06-03-09:00:00,2.32,1002.77,293.15,4.84
2018-06-03-10:00:00,3.38,1003.07,297.15,7.13
2018-06-03-11:00:00,3.85,1003.47,298.15,7.46
2018-06-03-12:00:00,4.89,1004.16,309.15,11.17
2018-06-03-13:00:00,1.96,1005.15,313.15,11.85
2018-06-03-14:00:00,2.8,1005.15,329.15,14.92
2018-06-03-15:00:00,2.84,1004.75,331.15,14.99
2018-06-03-16:00:00,2.2,1004.54,333.15,14.38
2018-06-03-17:00:00,1.47,1004.44,336.15,14.46
2018-06-03-18:00:00,2.23,1004.34,343.15,14.44
2018-06-03-19:00:00,0.61,1004.34,342.15,14.13
2018-06-03-20:00:00,0.99,1004.43,345.15,13.52
2018-06-03-21:00:00,0.87,1004.33,341.15,11.79
2018-06-03-22:00:00,1.36,1004.74,329.15,11.07
2018-06-03-23:00:00,1.38,1004.75,328.15,12.68
2018-06-04-00:00:01,1.24,1004.66,326.15,14.18
2018-06-04-01:00:00,1.82,1004.16,313.15,12.12
2018-06-04-02:00:00,2.43,1003.57,308.15,11.91
2018-06-04-03:00:00,2.46,1002.77,302.15,10.6
2018-06-04-04:00:00,5.25,1001.88,289.15,3.91
2018-06-04-05:00:00,6.47,1000.78,287.15,2.92
2018-06-04-06:00:00,7.84,999.98,286.15,2.44
2018-06-04-07:00:00,7.51,998.99,286.15,2.84
2018-06-04-08:00:00,7.02,997.89,287.15,3.97
2018-06-04-09:00:00,9.01,997.29,290.15,6.26
2018-06-04-10:00:00,8.16,997.08,289.15,5.06
2018-06-04-11:00:00,7.22,997.48,289.15,4.32
2018-06-04-12:00:00,5.32,997.67,291.15,4.68
2018-06-04-13:00:00,6.92,997.77,295.15,6.46
2018-06-04-14:00:00,6.29,997.87,295.15,6.29
2018-06-04-15:00:00,5.85,997.57,297.15,6.36
2018-06-04-16:00:00,3.85,997.06,299.15,6.56
2018-06-04-17:00:00,3.57,996.76,304.15,6.93
2018-06-04-18:00:00,2.16,996.86,306.15,6.68
2018-06-04-19:00:00,2.1,996.86,309.15,7.05
2018-06-04-20:00:00,2.89,997.25,317.15,8.8
2018-06-04-21:00:00,1.78,997.35,321.15,9.71
2018-06-04-22:00:00,1.61,997.95,320.15,10.33
2018-06-04-23:00:00,1.18,998.26,316.15,11.02
2018-06-05-00:00:01,1.43,998.56,310.15,10.32
2018-06-05-01:00:00,2.13,998.47,305.15,9.42
2018-06-05-02:00:00,2.03,998.17,302.15,9.81
2018-06-05-03:00:00,2.62,997.78,301.15,11.13
2018-06-05-04:00:00,3.77,997.19,296.15,10.18
2018-06-05-05:00:00,4.74,996.69,289.15,6.45
2018-06-05-06:00:00,4.85,996.09,287.15,5.34
2018-06-05-07:00:00,5.81,995.3,287.15,6.8
2018-06-05-08:00:00,5.67,995.0,285.15,5.3
2018-06-05-09:00:00,7.89,994.7,285.15,4.82
2018-06-05-10:00:00,6.87,994.49,286.15,5.25
2018-06-05-11:00:00,5.16,995.19,286.15,4.77
2018-06-05-12:00:00,8.27,995.49,287.15,5.26
2018-06-05-13:00:00,8.32,995.99,287.15,4.54
2018-06-05-14:00:00,9.18,996.29,287.15,3.97
2018-06-05-15:00:00,8.01,996.28,287.15,3.4
2018-06-05-16:00:00,6.06,996.38,287.15,3.08
2018-06-05-17:00:00,3.4,996.27,290.15,3.7
2018-06-05-18:00:00,4.39,996.57,294.15,4.61
2018-06-05-19:00:00,2.59,997.16,297.15,5.41
2018-06-05-20:00:00,2.0,997.55,304.15,6.75
2018-06-05-21:00:00,2.04,998.45,306.15,7.3
2018-06-05-22:00:00,1.56,998.95,313.15,9.13
2018-06-05-23:00:00,1.9,999.26,306.15,8.1
2018-06-06-00:00:01,1.58,999.96,303.15,8.56
2018-06-06-01:00:00,1.86,999.87,300.15,7.81
2018-06-06-02:00:00,3.64,999.67,303.15,9.53
2018-06-06-03:00:00,2.06,1000.17,300.15,9.02
2018-06-06-04:00:00,2.52,999.88,300.15,10.06
2018-06-06-05:00:00,3.95,999.08,299.15,10.45
2018-06-06-06:00:00,4.29,999.08,300.15,11.1
2018-06-06-07:00:00,3.31,998.98,303.15,12.25
2018-06-06-08:00:00,2.3,999.37,303.15,11.98
2018-06-06-09:00:00,1.48,999.07,305.15,12.6
2018-06-06-10:00:00,1.73,998.98,306.15,12.89
2018-06-06-11:00:00,3.72,999.77,310.15,13.2
2018-06-06-12:00:00,2.49,1000.27,312.15,13.36
2018-06-06-13:00:00,2.53,1001.36,312.15,13.0
2018-06-06-14:00:00,1.8,1002.27,309.15,12.78
2018-06-06-15:00:00,2.71,1001.87,306.15,12.01
2018-06-06-16:00:00,2.45,1002.87,311.15,13.24
2018-06-06-17:00:00,3.91,1002.56,317.15,13.83
2018-06-06-18:00:00,5.12,1003.36,311.15,11.53
2018-06-06-19:00:00,4.19,1003.96,300.15,7.11
2018-06-06-20:00:00,1.26,1004.76,302.15,7.8
2018-06-06-21:00:00,10.41,1005.26,302.15,8.33
2018-06-06-22:00:00,2.67,1005.05,319.15,12.03
2018-06-06-23:00:00,3.07,1006.26,319.15,12.58
2018-06-07-00:00:01,2.57,1006.56,314.15,11.95
2018-06-07-01:00:00,3.48,1007.26,313.15,12.12
2018-06-07-02:00:00,2.64,1007.16,322.15,15.57
2018-06-07-03:00:00,4.44,1006.56,316.15,14.31
2018-06-07-04:00:00,5.24,1005.57,311.15,13.78
2018-06-07-05:00:00,4.12,1005.27,311.15,14.14
2018-06-07-06:00:00,5.48,1004.47,307.15,13.52
2018-06-07-07:00:00,4.87,1003.77,303.15,12.25
2018-06-07-08:00:00,4.96,1003.58,296.15,8.81
2018-06-07-09:00:00,9.16,1004.66,312.15,10.84
2018-06-07-10:00:00,3.95,1004.66,312.15,10.66
2018-06-07-11:00:00,2.21,1005.26,314.15,11.22
2018-06-07-12:00:00,3.7,1006.15,317.15,11.73
2018-06-07-13:00:00,3.22,1007.15,320.15,12.17
2018-06-07-14:00:00,3.17,1008.04,326.15,12.4
2018-06-07-15:00:00,1.12,1007.64,326.15,12.49
2018-06-07-16:00:00,1.18,1007.94,336.15,13.51
2018-06-07-17:00:00,1.18,1007.74,338.15,13.7
2018-06-07-18:00:00,1.64,1007.33,338.15,13.98
2018-06-07-19:00:00,2.8,1007.14,344.15,14.08
2018-06-07-20:00:00,2.47,1007.34,348.15,14.14
2018-06-07-21:00:00,2.18,1007.34,349.15,13.96
2018-06-07-22:00:00,1.72,1007.74,341.15,13.52
2018-06-07-23:00:00,3.64,1007.95,329.15,12.67
2018-06-08-00:00:01,3.96,1008.35,320.15,11.52
2018-06-08-01:00:00,2.42,1008.05,315.15,11.03
2018-06-08-02:00:00,1.34,1007.56,308.15,10.66
2018-06-08-03:00:00,2.75,1006.87,302.15,8.76
2018-06-08-04:00:00,2.71,1006.37,298.15,8.67
2018-06-08-05:00:00,3.54,1005.57,297.15,8.16
2018-06-08-06:00:00,1.92,1004.77,297.15,8.16
2018-06-08-07:00:00,3.17,1004.37,298.15,8.75
2018-06-08-08:00:00,3.69,1004.17,297.15,8.41
2018-06-08-09:00:00,4.37,1003.47,297.15,8.58
2018-06-08-10:00:00,6.76,1003.77,297.15,8.5
2018-06-08-11:00:00,4.58,1003.77,298.15,8.15
2018-06-08-12:00:00,4.29,1003.86,300.15,8.85
2018-06-08-13:00:00,3.99,1004.06,304.15,10.36
2018-06-08-14:00:00,5.47,1004.16,305.15,10.22
2018-06-08-15:00:00,4.9,1003.86,305.15,9.86
2018-06-08-16:00:00,2.75,1003.35,314.15,10.95
2018-06-08-17:00:00,3.68,1002.75,319.15,12.12
2018-06-08-18:00:00,3.64,1002.35,324.15,13.12
2018-06-08-19:00:00,4.0,1002.25,328.15,14.09
2018-06-08-20:00:00,4.13,1003.05,335.15,15.64
2018-06-08-21:00:00,3.73,1003.66,325.15,13.51
2018-06-08-22:00:00,3.34,1004.05,314.15,10.67
2018-06-08-23:00:00,4.47,1004.85,334.15,14.44
2018-06-09-00:00:01,5.41,1004.95,329.15,12.76
2018-06-09-01:00:00,4.08,1004.75,331.15,13.48
2018-06-09-02:00:00,3.39,1004.75,329.15,13.23
2018-06-09-03:00:00,3.61,1004.85,324.15,12.57
2018-06-09-04:00:00,4.04,1004.05,335.15,14.4
2018-06-09-05:00:00,0.94,1003.75,329.15,14.74
2018-06-09-06:00:00,5.53,1003.65,334.15,14.82
2018-06-09-07:00:00,5.98,1003.55,333.15,13.81
2018-06-09-08:00:00,3.69,1003.44,339.15,14.31
2018-06-09-09:00:00,3.25,1003.54,349.15,15.12
2018-06-09-10:00:00,2.12,1003.24,350.15,15.23
2018-06-09-11:00:00,2.39,1003.44,341.15,13.52
2018-06-09-12:00:00,1.98,1003.44,345.15,14.29
2018-06-09-13:00:00,2.24,1003.54,346.15,14.31
2018-06-09-14:00:00,1.39,1002.84,343.15,13.67
2018-06-09-15:00:00,1.34,1002.74,345.15,13.91
2018-06-09-16:00:00,2.54,1002.34,355.15,15.32
2018-06-09-17:00:00,2.02,1001.94,357.15,15.0
2018-06-09-18:00:00,2.68,1001.54,358.15,14.59
2018-06-09-19:00:00,2.08,1001.43,357.15,14.31
2018-06-09-20:00:00,2.91,1001.13,360.15,14.55
2018-06-09-21:00:00,2.34,1001.13,359.15,13.79
2018-06-09-22:00:00,3.29,1001.54,355.15,14.04
2018-06-09-23:00:00,2.93,1001.64,349.15,13.67
2018-06-10-00:00:01,1.37,1001.95,338.15,13.79
2018-06-10-01:00:00,2.84,1001.75,334.15,13.87
2018-06-10-02:00:00,3.2,1001.65,332.15,13.65
2018-06-10-03:00:00,2.69,1001.36,328.15,13.52
2018-06-10-04:00:00,2.73,1000.76,321.15,12.76
2018-06-10-05:00:00,3.55,1000.16,319.15,12.95
2018-06-10-06:00:00,3.49,999.26,320.15,13.37
2018-06-10-07:00:00,4.76,998.66,319.15,13.32
2018-06-10-08:00:00,4.59,998.16,318.15,13.08
2018-06-10-09:00:00,5.3,998.06,320.15,13.64
2018-06-10-10:00:00,5.96,998.66,325.15,13.98
2018-06-10-11:00:00,6.42,998.36,329.15,14.36
2018-06-10-12:00:00,5.09,999.35,330.15,14.07
2018-06-10-13:00:00,4.89,999.85,334.15,14.44
2018-06-10-14:00:00,3.85,1000.05,337.15,14.6
2018-06-10-15:00:00,4.15,999.94,340.15,14.73
2018-06-10-16:00:00,3.2,999.34,343.15,15.02
2018-06-10-17:00:00,2.82,998.84,345.15,14.97
2018-06-10-18:00:00,2.42,998.74,351.15,14.55
2018-06-10-19:00:00,1.9,998.84,352.15,14.55
2018-06-10-20:00:00,2.24,998.94,350.15,14.74
2018-06-10-21:00:00,2.9,999.04,347.15,15.0
2018-06-10-22:00:00,2.28,998.85,350.15,15.23
2018-06-10-23:00:00,2.53,999.05,342.15,14.61
2018-06-11-00:00:01,2.04,999.05,342.15,14.8
2018-06-11-01:00:00,2.44,998.95,341.15,14.67
2018-06-11-02:00:00,2.18,998.95,342.15,15.66
2018-06-11-03:00:00,1.72,998.66,336.15,14.93
2018-06-11-04:00:00,2.26,998.26,333.15,14.95
2018-06-11-05:00:00,1.4,997.56,330.15,15.29
2018-06-11-06:00:00,2.53,996.76,326.15,15.2
2018-06-11-07:00:00,3.65,995.77,323.15,15.05
2018-06-11-08:00:00,3.63,995.37,322.15,15.11
2018-06-11-09:00:00,3.44,996.77,323.15,15.05
2018-06-11-10:00:00,6.88,994.36,329.15,16.52
2018-06-11-11:00:00,5.87,995.07,335.15,17.54
2018-06-11-12:00:00,1.27,995.76,340.15,17.41
2018-06-11-13:00:00,2.74,996.25,345.15,17.48
2018-06-11-14:00:00,1.86,996.55,345.15,17.19
2018-06-11-15:00:00,2.32,996.35,347.15,16.94
2018-06-11-16:00:00,0.18,996.15,347.15,16.46
2018-06-11-17:00:00,1.92,996.35,345.15,16.71
2018-06-11-18:00:00,1.35,996.35,345.15,17.0
2018-06-11-19:00:00,1.49,996.25,345.15,16.8
2018-06-11-20:00:00,1.01,996.25,355.15,16.1
2018-06-11-21:00:00,2.44,996.44,358.15,16.66
2018-06-11-22:00:00,2.55,996.65,359.15,17.43
2018-06-11-23:00:00,2.34,996.75,352.15,17.67
2018-06-12-00:00:02,1.19,997.06,348.15,18.02
2018-06-12-01:00:00,1.43,996.56,340.15,17.8
2018-06-12-02:00:00,1.56,996.67,333.15,17.78
2018-06-12-03:00:00,2.16,996.27,328.15,17.83
2018-06-12-04:00:00,1.78,995.87,321.15,17.29
2018-06-12-05:00:00,3.33,994.78,319.15,16.99
2018-06-12-06:00:00,4.28,993.98,317.15,16.85
2018-06-12-07:00:00,3.85,993.08,313.15,16.01
2018-06-12-08:00:00,3.12,994.27,319.15,16.9
2018-06-12-09:00:00,6.7,992.86,339.15,19.47
2018-06-12-10:00:00,4.3,993.66,340.15,18.47
2018-06-12-11:00:00,3.12,993.67,342.15,18.07
2018-06-12-12:00:00,3.35,994.06,342.15,17.59
2018-06-12-13:00:00,1.98,994.45,345.15,17.96
2018-06-12-14:00:00,2.31,995.45,348.15,17.92
2018-06-12-15:00:00,2.83,994.16,348.15,18.02
2018-06-12-16:00:00,1.13,995.55,346.15,17.79
2018-06-12-17:00:00,2.62,995.25,345.15,17.38
2018-06-12-18:00:00,2.76,995.55,345.15,16.9
2018-06-12-19:00:00,2.48,994.15,349.15,16.77
2018-06-12-20:00:00,1.11,994.55,348.15,16.57
2018-06-12-21:00:00,1.5,994.65,349.15,16.77
2018-06-12-22:00:00,1.96,995.25,347.15,16.46
2018-06-12-23:00:00,1.3,996.15,344.15,16.49
2018-06-13-00:00:01,2.27,997.16,341.15,16.59
2018-06-13-01:00:00,3.74,998.05,357.15,16.08
2018-06-13-02:00:00,3.91,998.15,347.15,17.23
2018-06-13-03:00:00,6.89,999.65,343.15,15.6
2018-06-13-04:00:00,5.21,999.84,348.15,15.21
2018-06-13-05:00:00,4.28,1000.55,343.15,14.92
2018-06-13-06:00:00,3.37,999.15,354.15,16.2
